Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Geography & Natural Disasters Open Access Journal,https://www.omicsonline.org/geography-natural-disasters.php,https://www.omicsonline.org/editorialboard-geography-natural-disasters-open-access.php,https://www.omicsonline.org/archive-geography-natural-disasters-open-access.php,https://www.omicsonline.org/contact-geography-natural-disasters-open-access.php, ISSN: 2167-0587
Journal of Geology & Geophysics Open Access Journal,https://www.omicsonline.org/geology-geosciences.php,https://www.omicsonline.org/editorialboard-geology-geosciences-open-access.php,https://www.omicsonline.org/archive-geology-geosciences-open-access.php,https://www.omicsonline.org/contact-geology-geosciences-open-access.php, ISSN: 2381-8719
Journal of Oceanography and Marine Research Open Access Journal,https://www.omicsonline.org/oceanography.php,https://www.omicsonline.org/editorialboard-oceanography-open-access.php,https://www.omicsonline.org/archive-oceanography-open-access.php,https://www.omicsonline.org/contact-oceanography-open-access.php, ISSN: 2572-3103
Journal of Remote Sensing & GIS Open Access Journal,https://www.omicsonline.org/geophysics-remote-sensing.php,https://www.omicsonline.org/editorialboard-geophysics-remote-sensing-open-access.php,https://www.omicsonline.org/archive-geophysics-remote-sensing-open-access.php,https://www.omicsonline.org/contact-geophysics-remote-sensing-open-access.php, ISSN: 2469-4134
Oil & Gas Research Open Access Journal,https://www.omicsonline.org/oil-gas-research.php,https://www.omicsonline.org/editorialboard-oil-gas-research.php,https://www.omicsonline.org/archive-oil-gas-research.php,https://www.omicsonline.org/contact-oil-gas-research.php, ISSN 2472-0518
Air & Water Borne Diseases Open Access Journal,https://www.omicsonline.org/air-water-borne-diseases.php,https://www.omicsonline.org/editorialboard-air-water-borne-diseases-open-access.php,https://www.omicsonline.org/archive-air-water-borne-diseases-open-access.php,https://www.omicsonline.org/contact-air-water-borne-diseases-open-access.php, ISSN: 2167-7719
Applied Microbiology: Open Access Open Access Journal,https://www.omicsonline.org/applied-microbiology.php,https://www.omicsonline.org/editorialboard-applied-microbiology.php,https://www.omicsonline.org/archive-applied-microbiology.php,https://www.omicsonline.org/contact-applied-microbiology.php, ISSN: 2471-9315
Archives of Parasitology Open Access Journal,https://www.omicsonline.org/archives-parasitology.php,https://www.omicsonline.org/editorialboard-archives-parasitology.php,https://www.omicsonline.org/archive-archives-parasitology.php,https://www.omicsonline.org/contact-archives-parasitology.php, 
Clinical Infectious Diseases: Open Access ,https://www.omicsonline.org/clinical-infectious-diseases.php,https://www.omicsonline.org/editorialboard-clinical-infectious-diseases.php,https://www.omicsonline.org/archive-clinical-infectious-diseases.php,https://www.omicsonline.org/contact-clinical-infectious-diseases.php, 
Clinical Microbiology: Open Access Open Access Journal,https://www.omicsonline.org/clinical-microbiology.php,https://www.omicsonline.org/editorialboard-clinical-microbiology-open-access.php,https://www.omicsonline.org/archive-clinical-microbiology-open-access.php,https://www.omicsonline.org/contact-clinical-microbiology-open-access.php, ISSN: 2327-5073
"Fermentation Technology Open Access Journal, Official Journal of Italo-Latin American Society of Ethnomedicine",https://www.omicsonline.org/fermentation-technology.php,https://www.omicsonline.org/editorialboard-fermentation-technology-open-access.php,https://www.omicsonline.org/archive-fermentation-technology-open-access.php,https://www.omicsonline.org/contact-fermentation-technology-open-access.php, ISSN: 2167-7972
Fibromyalgia: Open Access Open Access Journal,https://www.omicsonline.org/fibromyalgia.php,https://www.omicsonline.org/editorialboard-fibromyalgia.php,https://www.omicsonline.org/archive-fibromyalgia.php,https://www.omicsonline.org/contact-fibromyalgia.php, 
HIV: Current Research Open Access Journal,https://www.omicsonline.org/hiv-current-research.php,https://www.omicsonline.org/editorialboard-hiv-current-research.php,https://www.omicsonline.org/archive-hiv-current-research.php,https://www.omicsonline.org/contact-hiv-current-research.php, ISSN: 2572-0805
Immunochemistry & Immunopathology Open Access Journal,https://www.omicsonline.org/immunochemistry-immunopathology.php,https://www.omicsonline.org/editorialboard-immunochemistry-immunopathology.php,https://www.omicsonline.org/archive-immunochemistry-immunopathology.php,https://www.omicsonline.org/contact-immunochemistry-immunopathology.php, ISSN: 2469-9756
Immunogenetics: Open Access Open Access Journal,https://www.omicsonline.org/immunogenetics.php,https://www.omicsonline.org/editorialboard-immunogenetics.php,https://www.omicsonline.org/archive-immunogenetics.php,https://www.omicsonline.org/contact-immunogenetics.php, 
Immunological Disorders & Immunotherapy Open Access Journal,https://www.omicsonline.org/immunological-disorders-immunotherapy.php,https://www.omicsonline.org/editorialboard-immunological-disorders-immunotherapy.php,https://www.omicsonline.org/archive-immunological-disorders-immunotherapy.php,https://www.omicsonline.org/contact-immunological-disorders-immunotherapy.php, 
Immunology: Current Research ,https://www.omicsonline.org/immunology-current-research.php,https://www.omicsonline.org/editorialboard-immunology-current-research.php,https://www.omicsonline.org/archive-immunology-current-research.php,https://www.omicsonline.org/contact-immunology-current-research.php, 
Immunome Research Open Access Journal,https://www.omicsonline.org/immunome-research.php,https://www.omicsonline.org/editorialboard-immunome-research-open-access.php,https://www.omicsonline.org/archive-immunome-research-open-access.php,https://www.omicsonline.org/contact-immunome-research-open-access.php, ISSN: 1745-7580
Immunotherapy: Open Access Open Access Journal,https://www.omicsonline.org/immunotherapy.php,https://www.omicsonline.org/editorialboard-immunotherapy.php,https://www.omicsonline.org/archive-immunotherapy.php,https://www.omicsonline.org/contact-immunotherapy.php, ISSN: 2471-9552
"International Journal of Inflammation, Cancer and Integrative Therapy Hybrid Open Access Journal Official Journal of Associazione Ricerca Terapie Oncologiche Integrate",https://www.omicsonline.org/interdisciplinary-journal-of-microinflammation-open-access.php,https://www.omicsonline.org/editorialboard-interdisciplinary-journal-of-microinflammation-open-access.php,https://www.omicsonline.org/archive-interdisciplinary-journal-of-microinflammation-open-access.php,https://www.omicsonline.org/contact-interdisciplinary-journal-of-microinflammation-open-access.php, ISSN: 2381-8727
Journal of AIDS & Clinical Research Open Access Journal,https://www.omicsonline.org/aids-clinical-research.php,https://www.omicsonline.org/editorialboard-aids-clinical-research-open-access.php,https://www.omicsonline.org/archive-aids-clinical-research-open-access.php,https://www.omicsonline.org/contact-aids-clinical-research-open-access.php, ISSN 2155-6113
Journal of Allergy & Therapy Open Access Journal,https://www.omicsonline.org/allergy-therapy.php,https://www.omicsonline.org/editorialboard-allergy-therapy-open-access.php,https://www.omicsonline.org/archive-allergy-therapy-open-access.php,https://www.omicsonline.org/contact-allergy-therapy-open-access.php, ISSN: 2155-6121
Journal of Antimicrobial Agents Open Access Journal,https://www.omicsonline.org/antimicrobial-agents.php,https://www.omicsonline.org/editorialboard-antimicrobial-agents.php,https://www.omicsonline.org/archive-antimicrobial-agents.php,https://www.omicsonline.org/contact-antimicrobial-agents.php, ISSN: 2472-1212
Journal of Antivirals & Antiretrovirals Open Access Journal,https://www.omicsonline.org/antivirals-antiretrovirals.php,https://www.omicsonline.org/editorialboard-antivirals-antiretrovirals-open-access.php,https://www.omicsonline.org/archive-antivirals-antiretrovirals-open-access.php,https://www.omicsonline.org/contact-antivirals-antiretrovirals-open-access.php, ISSN: 1948-5964
Journal of Bacteriology & Parasitology Open Access Journal,https://www.omicsonline.org/bacteriology-parasitology.php,https://www.omicsonline.org/editorialboard-bacteriology-parasitology-open-access.php,https://www.omicsonline.org/archive-bacteriology-parasitology-open-access.php,https://www.omicsonline.org/contact-bacteriology-parasitology-open-access.php, ISSN: 2155-9597
Journal of Cell Biology & Immunology ,https://www.omicsonline.org/journal-cell-biology-immunology.php,https://www.omicsonline.org/editorialboard-journal-cell-biology-immunology.php,https://www.omicsonline.org/archive-journal-cell-biology-immunology.php,https://www.omicsonline.org/contact-journal-cell-biology-immunology.php, 
Journal of Cell Signaling Open Access Journal,https://www.omicsonline.org/cell-signaling.php,https://www.omicsonline.org/editorialboard-cell-signaling.php,https://www.omicsonline.org/archive-cell-signaling.php,https://www.omicsonline.org/contact-cell-signaling.php, ISSN: 2576-1471
Journal of Clinical & Cellular Immunology Open Access Journal,https://www.omicsonline.org/clinical-cellular-immunology.php,https://www.omicsonline.org/editorialboard-clinical-cellular-immunology-open-access.php,https://www.omicsonline.org/archive-clinical-cellular-immunology-open-access.php,https://www.omicsonline.org/contact-clinical-cellular-immunology-open-access.php, ISSN: 2155-9899
Journal of Clinical Infectious Diseases & Practice Open Access Journal,https://www.omicsonline.org/clinical-infectious-diseases-practice.php,https://www.omicsonline.org/editorialboard-clinical-infectious-diseases-practice.php,https://www.omicsonline.org/archive-clinical-infectious-diseases-practice.php,https://www.omicsonline.org/contact-clinical-infectious-diseases-practice.php, 2476-213X
Journal of Cytokine Biology Open Access Journal,https://www.omicsonline.org/cytokine-biology.php,https://www.omicsonline.org/editorialboard-cytokine-biology.php,https://www.omicsonline.org/archive-cytokine-biology.php,https://www.omicsonline.org/contact-cytokine-biology.php, ISSN: 2576-3881
Journal of Forensic Pathology Open Access Journal,https://www.omicsonline.org/forensic-pathology.php,https://www.omicsonline.org/editorialboard-forensic-pathology.php,https://www.omicsonline.org/archive-forensic-pathology.php,https://www.omicsonline.org/contact-forensic-pathology.php, 
Journal of Immunobiology Open Access Journal,https://www.omicsonline.org/immunobiology.php,https://www.omicsonline.org/editorialboard-immunobiology.php,https://www.omicsonline.org/archive-immunobiology.php,https://www.omicsonline.org/contact-immunobiology.php, ISSN 2476-1966
Journal of Infectious Disease and Pathology Open Access Journal,https://www.omicsonline.org/journal-infectious-disease-and-pathology.php,https://www.omicsonline.org/editorialboard-journal-infectious-disease-and-pathology.php,https://www.omicsonline.org/archive-journal-infectious-disease-and-pathology.php,https://www.omicsonline.org/contact-journal-infectious-disease-and-pathology.php, 
Journal of Infectious Diseases & Therapy Open Access Journal,https://www.omicsonline.org/infectious-diseases-and-therapy.php,https://www.omicsonline.org/editorialboard-infectious-diseases-and-therapy-open-access.php,https://www.omicsonline.org/archive-infectious-diseases-and-therapy-open-access.php,https://www.omicsonline.org/contact-infectious-diseases-and-therapy-open-access.php, ISSN: 2332-0877
